PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
1454,520074840,177663321,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)N[C@H](C#CCO)C3=CC=C(C=C3)C4=NNN=N4)Cl,Unspecified,,,,26.406,IC50,=,26406,,nM,,
1455,520074841,177663322,C[C@@H](C1=CC2=C(O1)C=CN=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1456,520074842,177663323,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCC(F)F)NC3=NC4=C(CNC4)C=C3,Unspecified,,,,295.6,IC50,>,295600,,nM,Falls Outside The Dose Series,Outside typical range
1457,520074843,177663324,COC(=O)[C@@]12CC[C@@](C1)(COC2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1458,520074844,177663325,CC1=NC=C(C=N1)COC2=CC=C(C=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1459,520074845,177663326,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CCOCC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1460,520074846,94416064,C1CN(C[C@H]1CO)C2=NC3=CC=CC=C3N=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1461,520074847,177663327,C1COC2=CC=CC(=C21)C3=CC=C(C=C3)[C@@H](C(=O)NC4=CC=CC(=C4)CN)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,27.767,IC50,=,27767,,nM,,
1462,520074848,177663328,CN1C(=C(C=N1)C(=O)NC2=NC=CC(=C2)C3=CN=CC=C3)C4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1463,520074849,177663329,C1CC1C2=NC=C(O2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Unspecified,,,,58.679,IC50,=,58679,,nM,,
1464,520075419,177663429,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=C3NN=C4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1465,520075420,177663430,CC(=O)N(C1=CC2=C(CNC2)C=C1)[C@@]3(CN(C3=O)C)C4=CC(=CC(=C4)C5CC5)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1466,520075421,177663431,CCCN1C=C(C(=N1)C(=O)O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1467,520075422,177663432,C1CC1C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1468,520075423,177663433,C1C2=C(CN1)N=C(C=C2)NCC3=C4C=NNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1469,520075424,177663434,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)CN)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1470,520075425,177663435,CCN1CCN(CC1)C2=CC=C(C=C2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1471,520075426,177663436,CN1C=C(C=N1)N2CCN(CC2)CC3=CNC4=CC=CC=C43,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1472,520075427,177663437,CC1=NOC=C1S(=O)(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1473,520075428,177663438,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=CC=C(C=C4)C#N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1474,520075429,177663439,CCC1=C(C2=C(N1C)C=CC(=C2)Cl)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1475,520075430,177663440,C1CCC(CC1)S(=O)(=O)N[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1476,520075432,177663442,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCCN3C=CN=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1477,520075433,177663443,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1478,520075434,177663444,C1OC2=C(O1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1479,520075435,177663445,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=CNC4=CC(=C3)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1480,520075436,177663446,C1CC[C@@H]2[C@H](CC1)[C@@H]([C@@H]2C(=O)NC3=CC=CC(=C3)C4CCNCC4)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,17.926,IC50,=,17926,,nM,,
1481,520075436,177663446,C1CC[C@@H]2[C@H](CC1)[C@@H]([C@@H]2C(=O)NC3=CC=CC(=C3)C4CCNCC4)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,52.994,IC50,=,52994,,nM,,
1482,520075437,177663447,C1CNCCC1CC2=CC(=C(C=C2)F)C(=O)NC3=CC4=C(COC4=O)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1483,520075438,177663448,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=CC=CC(=C3)CCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1484,520075439,177663449,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=NC(=CS3)C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1485,520075440,177663450,C1C[C@@H](OC1)CNC(=O)[C@H](C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)NC4=CC=CC(=C4)C5=NNN=N5,Unspecified,,,,33.695,IC50,=,33695,,nM,,
1486,520075441,177663451,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC(=C(C=C2)Br)F)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,88.224,IC50,=,88224,,nM,,
1487,520075442,177663452,C1CN(C[C@H]1CO)C2=NC=CN(C2=O)CC(=O)NCC3=CSC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1488,520075443,177663453,C1COCCC1COC2=CC=CC(=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1489,520075444,177663454,C1=CC=C(C=C1)COC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)C4=CC=NS4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1490,520075445,177663455,C1CC2=NC(=CN2C1)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1491,520075446,177663456,C1CN(C[C@H]1OC2=NC=C(C=C2)C3CC3)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1492,520075447,177663457,CCN1C=C(N=C(C1=O)N2CC[C@H](C2)CO)C3=CN(N=C3)C4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1493,520075448,177663458,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NCC3=CSC(=N3)CN)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1494,520075449,177663459,C1CC(CCC1N)NC(=O)[C@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1495,520075450,177663460,CN1C(=C2CNCC2=N1)NC(=O)[C@H](C3=CC=C(C=C3)OCC4=CC=CC=C4)NC(=O)OCC5=CC=CC=C5,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1496,520075451,177663461,CCN1CCN(CC1)C2=CC=C(C=C2)NC(=O)C3CCN(CC3)C4=CC=C(C=C4)C=O,Unspecified,,,,72.982,IC50,=,72982,,nM,,
1497,520075453,177663463,C1COC2=C1C=C(C=C2S(=O)(=O)NC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1498,520075454,177663464,CCN1C2=C(C=CC(=C2)C(=O)NCC3=CC=CC=C3)N=C(C1=O)N4CC[C@@H](C4)CO,Unspecified,,,,95.092,IC50,=,95092,,nM,,
1499,520075455,177663465,COC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C=C(C=C2)Cl)C(=O)O)N3CCCC3=O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1500,520075456,177663466,C1C[C@@H](COC1)NC2=NC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1501,520075457,177663467,CC1=NN=C(S1)CN2CCC(CC2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1502,520075458,177663468,C1CN(C(=O)N1)C2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1503,520075459,177663469,CS(=O)(=O)C1=CC(=C(C=C1)N2CCN(CC2)C(=O)C3CCN(CC3)C4=CC=C(C=C4)C=O)[N+](=O)[O-],Unspecified,,,,85.743,IC50,=,85743,,nM,,
1504,520075460,177663470,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1505,520075461,177663471,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=NC=C(N4C=C3)C(=O)O)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1506,520075462,177663472,CNC(=O)C1=CC(=CC=C1)C(=O)NC2=CC3=C(CNC3)C=C2,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1507,520075463,177663473,CCCCNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1508,520075464,177663474,C1=CC=C(C(=C1)OC2=CC=C(C=C2)C(=O)NC3=C(C=C(C=C3)Cl)C(=O)O)Cl,Unspecified,,,,42.457,IC50,=,42457,,nM,,
1509,520075465,177663475,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=CC(=C2)C3=CC(=CN=C3)F)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1510,520075466,177663476,CCN1C2=CC=CC=C2N=C(C1=O)N3CC[C@H]4[C@H]3[C@H]4C(F)(F)F,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1511,520075467,177663477,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C#CCO)NC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1512,520075468,177663478,C1CC(C1)OC2=NC=C(C=N2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1513,520075469,177663479,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(F)(F)F)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1514,520075470,177663480,C1C[C@@H](CNC1)N2C=C(N=N2)C(=O)NC3=NC=CC(=C3)C4=CN=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1515,520075471,177663481,COC(=O)C1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1516,520075472,177663482,C1=CC(=CC=C1C2=CC=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)Cl)C(=O)N)F,Unspecified,,,,33.294,IC50,=,33294,,nM,,
1517,520075473,177663483,C1=CC=C(C(=C1)OC2=CC=C(C=C2)S(=O)(=O)NC3=CC(=C(C=C3C(=O)O)OC4=CC=C(C=C4)F)F)Cl,Active,,,,3.765,IC50,=,3765,,nM,"Activity Of Scaffold Couldn'T Be Validated To Arise Through Competitive, Orthosteric Binding. Readout Might Have Been Obtained Through An Undesired Or Nuisance Mechanism",
1518,520075474,177663484,C1C(CC1NC(=O)C2=C3CC(=O)NC3=CC=C2)C4=NC=CN4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1519,520075475,177663485,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C=C(N4)C(=O)O)Cl,Active,,,,7.416,IC50,=,7416,,nM,,
1520,520075476,177663486,CS(=O)(=O)C1=C(C=C(C=C1)CN)NC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1521,520075477,177663487,CN(C)C(=O)C[C@@H]1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1522,520075478,177663488,C1CC1C2=CC(=NC3=CC=NN32)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1523,520075479,177663489,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC=C(C=C3)CCC(=O)O)Cl,Unspecified,,,,42.77,IC50,=,42770,,nM,,
1524,520075480,177663490,CC[C@H](CO)NC(=O)CN1C=CN=C(C1=O)N2CC[C@@H](C2)CO,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1525,520075481,177663491,C1=CC=C(C=C1)COC(=O)NC2=CC(=C(C(=C2F)C(=O)NC3=CC=CC(=C3)CN)F)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1526,520075482,177663492,CN1C=C(N=N1)CCOC2=CC=C(C=C2)[C@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1527,520075483,177663493,C1=CC=C(C=C1)OC(=O)NC2=CC=C(C=C2)CCN=C(N)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1528,520075484,177663494,C[C@H](CN1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3)OC,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1529,520075485,177663495,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1530,520075486,177663496,C1=CC=NC(=C1)OC2=CC=C(C=C2)NS(=O)(=O)C3=C(C=C(C=C3)Cl)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1531,520075487,177663497,C[C@H]1C2=CC(=C(C=C2CCN1C(=O)C3CCN(CC3)C4=CC=C(C=C4)C=O)O)O,Unspecified,,,,80.518,IC50,=,80518,,nM,,
1532,520075488,177663498,C1CC[C@H]2[C@@H](CC1)[C@H]([C@H]2C(=O)NC3=CC=C(C=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,57.389,IC50,=,57389,,nM,,
1533,520075489,177663499,CC1=CC=C(S1)C(=O)N[C@@H](C2=CC=C(C=C2)OCC3=CC=CC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,97.689,IC50,=,97689,,nM,,
1534,520075490,177663500,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)NC(=O)CO4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1535,520075491,177663501,COC1=C(C=CC(=C1)Br)[C@H](C(=O)NC2=CC=CC(=C2)CN)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,83.949,IC50,=,83949,,nM,,
1536,520075492,177663502,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC(=CC(=C4)C#N)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1537,520075493,177663503,CC(=O)N[C@H](C1=CC=C(C=C1)OCC2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1538,520075494,177663504,C1COC[C@H]1C2=CC(=NC=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1539,520075495,177663505,CC1=C(C=C(N1C)C2CC2)C(=O)NC3=NC=CC(=C3)C(=O)N4CC[C@@H](C4)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1540,520075496,177663506,CC(=O)N[C@]1(C2=C(C=C(C=C2NC1=O)F)C(=O)NC3=CC4=C(CNC4)C=C3)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1541,520075497,177663507,C1[C@@H](C2=C(C=CC(=C2)Br)NC1=O)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1542,520075498,177663508,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NCCCC3=NNN=N3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1543,520075499,177663509,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC=C(C=C3)C4=CN=CS4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1544,520075500,177663510,CC1=CC(=C(C(=C1)C(=O)N2CC[C@@H](C2)CN(C)C)O)C=O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1545,520075501,177663511,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC4=C(C=C3)C=NN4)C(=O)NC5=CC=CC(=C5)CN,Active,,,,6.059,IC50,=,6059,,nM,,
1546,520075501,177663511,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC4=C(C=C3)C=NN4)C(=O)NC5=CC=CC(=C5)CN,Active,,,,6.005,IC50,=,6005,,nM,,
1547,520075501,177663511,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC4=C(C=C3)C=NN4)C(=O)NC5=CC=CC(=C5)CN,Active,,,,5.749,IC50,=,5749,,nM,,
1548,520075502,177663512,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C(=O)NC3=CC(=CC(=C3)CN)CC(=O)O)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1549,520075503,177663513,C[C@]1(CNCCOC1)CNC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1550,520075504,177663514,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC=C(C=C2)OCC3=NC=NC=C3)C(=O)NC4=CC=CC(=C4)CN,Unspecified,,,,99.159,IC50,=,99159,,nM,,
1551,520075505,177663515,CN1C=CN=C1COC2=CC=CC(=C2)[C@@H](C(=O)NC3=CC=CC(=C3)CN)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1552,520075506,177663516,C=CC[C@@H](C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2)NC3=CC=CC(=N3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1553,520075507,177663517,CN(C)CC1=CN=C(C=C1)N2CCN(CC2)CC3=CNC4=CC=CC=C43,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1554,520075508,177663518,C1CN(CCN1CC2=CNC3=CC=CC=C32)C4=NNC(=O)C=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1555,520075509,177663519,C1CC1C2=NN(C(=C2)C(=O)NC3=CC=CC(=C3)CN)C4=CC=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1556,520075510,177663520,C1C[C@H](N(C1)C(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1557,520075511,177663521,CCN1C2=CC=CC=C2N=C(C1=O)N3CCC[C@H]3C(=O)NC4CC4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1558,520075512,177663522,B1(CCC2=C(C=C(C=C2O1)OCCCN)C3=CN=C(C=C3)N)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1559,520075513,177663523,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=C(C=C5)CN,Unspecified,,,,28.428,IC50,=,28428,,nM,,
1560,520075513,177663523,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=C(C=C5)CN,Unspecified,,,,18.33,IC50,=,18330,,nM,,
1561,520075514,177663524,C1C[C@H](C[C@H](C1)NC(=O)OCC2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1562,520075515,177663525,C1C[C@H](C[C@@H](C1)NC(=O)OCC2=CC=CC=C2)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1563,520075516,177663526,C[C@]1(C2=C(C=C(C=C2NC1=O)F)C(=O)NC3=CC4=C(CNC4)C=C3)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1564,520075517,177663527,C1CC[C@@H]([C@H](C1)C(=O)O)NC(=O)C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1565,520075518,177663528,CC(C)(C)C1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1566,520075519,177663529,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)N4C=CC=C4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1567,520075520,177663530,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3)Cl)C4=NNN=N4,Unspecified,,,,58.672,IC50,=,58672,,nM,,
1568,520075521,177663531,CC1=C(C2=C(O1)N=C(C=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C(=O)O,Unspecified,,,,16.641,IC50,=,16641,,nM,,
1569,520075522,177663532,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CSC4=NC=N3,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1570,520075523,177663533,C1C2=C(CN1)C=C(C=C2)CC3=CNC4=C3C=C(C=C4)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1571,520075524,177663534,C1CNCCC1(C2=CC=C(C=C2)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4)C(=O)O,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1572,520075525,177663535,C1CC2=C([C@H]1N)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1573,520075526,177663536,CC1(CC(CN(C1)C(=O)NC2=CC3=C(CNC3)C=C2)(F)F)C,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1574,520075527,177663537,CC1=C(C=NN1C2CC2)C(=O)NC3=NC=CC(=C3)CCCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1575,520075528,177663538,C1CC1C2=CC(=CC(=C2)Cl)N[C@@H](C#N)C3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,27.219,IC50,=,27219,,nM,,
1576,520075529,177663539,C1CC1C2=CC(=CC(=C2)Cl)C(=O)NC3=CC=C(C=C3)N4C(=O)NN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1577,520075530,177663540,CC1=C(C=C(N1C)C2=CC=CC=C2)C(=O)NC3=NC=CC(=C3)CCCN,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1578,520075531,177663541,CC1=C(C=C(C=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)N,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1579,520075532,177663542,C1C2=C(CN1)C=C(C=C2)NC(=O)CSC3=CC(=CC=C3)Br,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
1580,520075533,177663543,CC(C)C1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,,IC50,,,IC50 could not be calculated,,,
1581,520075534,177663544,C1=CC(=CC(=C1)N[C@@]2(C3=C(C=CC(=C3)Cl)NC2=O)C#N)C4=NNN=N4,Unspecified,,,,99.5,IC50,>,99500,,nM,Falls Outside The Dose Series,
