PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Text Value,Standard Units,Activity Comment,Data Validity Comment
260,520073993,177663047,C1C2=CC(=C(C=C2CN1)Br)NC(=O)C3=C4C=NNC4=CC(=C3)F,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
261,520073998,177663052,CCC1=C2C(=CC(=C1)Br)C(=CN2)CC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,24.752,EC50,=,24752,,nM,,
262,520073998,177663052,CCC1=C2C(=CC(=C1)Br)C(=CN2)CC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,26.94,EC90,=,26.94,,uM,,
263,520073998,177663052,CCC1=C2C(=CC(=C1)Br)C(=CN2)CC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,23.289,EC50,=,23289,,nM,,
264,520073998,177663052,CCC1=C2C(=CC(=C1)Br)C(=CN2)CC3=CC=C(C=C3)C4=NNN=N4,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
265,520074007,177663061,C1CNCC2=C1C=CC(=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,1.522,EC50,=,1522,,nM,,
266,520074007,177663061,C1CNCC2=C1C=CC(=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Active,,,,1.8,EC90,=,1.8,,uM,,
267,520074683,172991034,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
268,520074683,172991034,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
269,520074683,172991034,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
270,520074683,172991034,C1C2=C(CN1)C=C(C=C2)N[C@@H](C#N)C3=C4C=NNC4=CC(=C3)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
271,520074689,177663176,COC1=CC=CC(=C1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
272,520074689,177663176,COC1=CC=CC(=C1)C2=NC3=C(C=C(C=C3N2)F)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
273,520074693,177663180,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC(=C(C=C2)Br)Cl)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,27.946,EC50,=,27946,,nM,,
274,520074693,177663180,C1=CC=C(C=C1)COC(=O)N[C@H](C2=CC(=C(C=C2)Br)Cl)C(=O)NC3=CC=CC(=C3)CN,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
275,520074696,177663183,COC1CC(C1)N2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
276,520074696,177663183,COC1CC(C1)N2C3=CC(=CC(=C3C=N2)C(=O)NC4=CC5=C(CNC5)C=C4)Cl,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
277,520074697,177663184,C1C2=C(CN1)C=C(C=C2)N[C@H](C3=C4C=CNC4=CC(=C3)F)C(=O)NCC(F)F,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
278,520074697,177663184,C1C2=C(CN1)C=C(C=C2)N[C@H](C3=C4C=CNC4=CC(=C3)F)C(=O)NCC(F)F,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
279,520074711,177663197,CCCN1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,3.125,EC50,>,3125,,nM,Falls Outside The Dose Series,
280,520074711,177663197,CCCN1C=C2C(=CC(=CC2=N1)Cl)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
281,520074714,177663200,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,24.884,EC50,=,24884,,nM,,
282,520074714,177663200,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,44.95,EC90,=,44.95,,uM,,
283,520074714,177663200,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
284,520074714,177663200,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NC(=C4)C(=O)O)Cl,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
285,520074725,177663209,CC(C)OC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
286,520074725,177663209,CC(C)OC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC=CC(=C2)CN)Cl,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
287,520074732,177663216,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=CC(=C5)CN,Unspecified,,,,,EC50,,,Could not be calculated,,,
288,520074732,177663216,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=CC(=C5)CN,Unspecified,,,,,EC90,,,Could not be calculated,,,
289,520074733,177663217,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC(=CC=C5)F,Unspecified,,,,1.563,EC50,>,1563,,nM,Falls Outside The Dose Series,
290,520074733,177663217,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC(=CC=C5)F,Unspecified,,,,1.563,EC90,>,1.563,,uM,Falls Outside The Dose Series,
291,520074735,177663219,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)CNC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
292,520074735,177663219,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)CNC3=CC=CC(=C3)C4=NNN=N4)Cl,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
293,520074743,177663227,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)[C@H](C#CCO)NC3=CC=C(C=C3)C4=NNN=N4)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
294,520074743,177663227,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)[C@H](C#CCO)NC3=CC=C(C=C3)C4=NNN=N4)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
295,520074780,177663262,C1C[C@@H](OC1)CNC(=O)[C@@H](C2=C3C=NNC3=CC(=C2)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
296,520074780,177663262,C1C[C@@H](OC1)CNC(=O)[C@@H](C2=C3C=NNC3=CC(=C2)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
297,520074784,177663266,CC(C)CC1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,0.781,EC50,>,781,,nM,Falls Outside The Dose Series,
298,520074784,177663266,CC(C)CC1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,0.781,EC90,>,0.781,,uM,Falls Outside The Dose Series,
299,520074786,177663268,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C(=CN4)CC(=O)O)Cl,Unspecified,,,,28.131,EC50,=,28131,,nM,,
300,520074786,177663268,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C(=CN4)CC(=O)O)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
301,520074787,177663269,CC1=CC(=C2C=NNC2=C1)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
302,520074787,177663269,CC1=CC(=C2C=NNC2=C1)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
303,520074790,177663272,C1COC[C@H]1C2=NC3=C(C=C(C=C3N2)Br)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,3.125,EC50,>,3125,,nM,Falls Outside The Dose Series,
304,520074790,177663272,C1COC[C@H]1C2=NC3=C(C=C(C=C3N2)Br)C(=O)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
305,520074792,177663274,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3OC(F)(F)F)Cl)C4=NNN=N4,Unspecified,,,,11.925,EC50,=,11925,,nM,,
306,520074792,177663274,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3OC(F)(F)F)Cl)C4=NNN=N4,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
307,520074795,177663277,CNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,,EC50,,,Could not be calculated,,,
308,520074795,177663277,CNC(=O)[C@@H](C1=CC(=CC(=C1)C2CC2)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,,EC90,,,Could not be calculated,,,
309,520074797,177663279,CCCNC(=O)[C@@H](C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2)NC3=CC=CC(=C3)C4=NNN=N4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
310,520074797,177663279,CCCNC(=O)[C@@H](C1=CC(=CC(=C1)Cl)NC(=O)OCC2=CC=CC=C2)NC3=CC=CC(=C3)C4=NNN=N4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
311,520074804,177663286,CC1=C(C=C(C=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)CN,Unspecified,,,,29.196,EC50,=,29196,,nM,,
312,520074804,177663286,CC1=C(C=C(C=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)CN,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
313,520074806,177663288,CC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
314,520074806,177663288,CC(=O)NC1=CC(=CC(=C1)C(=O)NC2=CC3=C(CNC3)C=C2)Br,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
315,520074808,177663290,CN1C2=CC(=CC(=C2C=N1)C(=O)NC3=CC4=C(CNC4)C=C3)Br,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
316,520074808,177663290,CN1C2=CC(=CC(=C2C=N1)C(=O)NC3=CC4=C(CNC4)C=C3)Br,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
317,520074827,177663309,COC1=NC=CC(=C1)C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
318,520074827,177663309,COC1=NC=CC(=C1)C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
319,520074831,172991060,CCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
320,520074831,172991060,CCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
321,520074834,177663315,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC4=C(S3)N=CC=C4)C(=O)NC5=CC=CC(=C5)CN,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
322,520074834,177663315,C1=CC=C(C=C1)COC(=O)N[C@@H](C2=CC=C(C=C2)C3=CC4=C(S3)N=CC=C4)C(=O)NC5=CC=CC(=C5)CN,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
323,520075419,177663429,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=C3NN=C4)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
324,520075419,177663429,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC4=C3NN=C4)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
325,520075432,177663442,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCCN3C=CN=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
326,520075432,177663442,C1CC1C2=CC(=CC(=C2)Cl)[C@H](C(=O)NCCCN3C=CN=C3)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
327,520075475,177663485,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C=C(N4)C(=O)O)Cl,Unspecified,,,,27.642,EC50,=,27642,,nM,,
328,520075475,177663485,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)C=C(N4)C(=O)O)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
329,520075513,177663523,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=C(C=C5)CN,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
330,520075513,177663523,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C(=CS4)C5=CC=C(C=C5)CN,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
331,520075519,177663529,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)N4C=CC=C4,Unspecified,,,,18.132,EC50,=,18132,,nM,,
332,520075519,177663529,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)N4C=CC=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
333,520075520,177663530,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3)Cl)C4=NNN=N4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
334,520075520,177663530,C1=CC(=CC=C1CC2=CNC3=C2C=C(C=C3)Cl)C4=NNN=N4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
335,520075533,177663543,CC(C)C1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,3.125,EC50,>,3125,,nM,Falls Outside The Dose Series,
336,520075533,177663543,CC(C)C1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
337,520075541,177663550,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CC(=O)NC4=CC=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
338,520075541,177663550,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CC(=O)NC4=CC=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
339,520075544,177663553,CCOCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
340,520075544,177663553,CCOCCNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
341,520075545,177663554,C[C@@H]1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
342,520075545,177663554,C[C@@H]1C2=C(C=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)NC1=O,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
343,520075548,177663557,CNC(=O)[C@@H](C1=CC=CC(=C1)CN)NC2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Active,,,,7.194,EC50,=,7194,,nM,,
344,520075548,177663557,CNC(=O)[C@@H](C1=CC=CC(=C1)CN)NC2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3,Active,,,,9.341,EC90,=,9.341,,uM,,
345,520075577,177663584,C1CCN(C1)C2=CC(=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)Cl,Unspecified,,,,,EC50,,,Could not be calculated,,,
346,520075577,177663584,C1CCN(C1)C2=CC(=CC(=C2)C(=O)NC3=CC4=C(CNC4)C=C3)Cl,Unspecified,,,,,EC90,,,Could not be calculated,,,
347,520075584,177663591,C1COCC=C1C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
348,520075584,177663591,C1COCC=C1C2=CC(=CC3=C2CNC3)NC(=O)C4=C5C=NNC5=CC(=C4)F,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
349,520076248,177663738,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=CC(=C4)C5=NNN=N5,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
350,520076248,177663738,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=CC(=C4)C5=NNN=N5,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
351,520076257,177663747,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CCN,Unspecified,,,,3.125,EC50,>,3125,,nM,Falls Outside The Dose Series,
352,520076257,177663747,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CCN,Unspecified,,,,3.125,EC90,>,3.125,,uM,Falls Outside The Dose Series,
353,520076257,177663747,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CCN,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
354,520076257,177663747,C1[C@@H]([C@H]1C2=CC(=CC(=C2)Cl)NC(=O)OCC3=CC=CC=C3)C4=CC=C(C=C4)CCN,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
355,520076259,177663749,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CNC(=O)C(=C5)Br,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
356,520076259,177663749,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=CNC(=O)C(=C5)Br,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
357,520076294,177663783,CCOCCNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Active,,,,7.262,EC50,=,7262,,nM,,
358,520076294,177663783,CCOCCNC(=O)C1=C(C=CC(=C1)Cl)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=CC=C3Cl,Active,,,,8.548,EC90,=,8.548,,uM,,
359,520076341,177663829,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC=C3,Active,,,,0.391,EC50,<,391,,nM,Falls Outside The Dose Series,
360,520076341,177663829,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=NNC4=CC=C3,Active,,,,0.391,EC90,<,0.391,,uM,Falls Outside The Dose Series,
361,520076348,177663835,CCC1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
362,520076348,177663835,CCC1=NC2=C(C=C(C=C2N1)Br)C(=O)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
363,520076383,177663866,C1[C@@H](CC2=C1C=CC(=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3)N,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
364,520076383,177663866,C1[C@@H](CC2=C1C=CC(=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3)N,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
365,520076386,177663869,C1[C@H]([C@@H]1C(=O)O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
366,520076386,177663869,C1[C@H]([C@@H]1C(=O)O)C2=CC=C(C=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
367,520077099,177664015,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=CC(=C5)C#N,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
368,520077099,177664015,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)F)NC(=N4)C5=CC=CC(=C5)C#N,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
369,520077107,177664023,C1CC1N2C(=CC=N2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Unspecified,,,,6.25,EC50,>,6250,,nM,Falls Outside The Dose Series,
370,520077107,177664023,C1CC1N2C(=CC=N2)C3=NC4=C(C=C(C=C4N3)Cl)C(=O)NC5=CC6=C(CNC6)C=C5,Unspecified,,,,6.25,EC90,>,6.25,,uM,Falls Outside The Dose Series,
371,520077117,177664033,C1=CC(=CC(=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)C4=NNN=N4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
372,520077117,177664033,C1=CC(=CC(=C1)NC(=O)C2=C3C=NNC3=CC(=C2)Cl)C4=NNN=N4,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
373,520077120,177664035,C1CNCCC2=C1C=CC(=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
374,520077120,177664035,C1CNCCC2=C1C=CC(=C2)NC(=O)C3=C4CC(=O)NC4=CC=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
375,520077133,177664047,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NN=C4C(=O)O)Cl,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
376,520077133,177664047,C1=CC=C(C=C1)COC(=O)NC2=CC(=CC(=C2)C3=CC4=C(C=C3)NN=C4C(=O)O)Cl,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
377,520077136,177664050,C1CC1CCNC(=O)[C@@H](C2=CC(=CC(=C2)C3CC3)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,12.5,EC50,>,12500,,nM,Falls Outside The Dose Series,
378,520077136,177664050,C1CC1CCNC(=O)[C@@H](C2=CC(=CC(=C2)C3CC3)Cl)NC4=CC5=C(CNC5)C=C4,Unspecified,,,,12.5,EC90,>,12.5,,uM,Falls Outside The Dose Series,
379,520077153,177664067,C1C2=CC(=C(C=C2CN1)NC(=O)C3=C4C=NNC4=CC(=C3)F)C#N,Unspecified,,,,25,EC50,>,25000,,nM,Falls Outside The Dose Series,
380,520077153,177664067,C1C2=CC(=C(C=C2CN1)NC(=O)C3=C4C=NNC4=CC(=C3)F)C#N,Unspecified,,,,25,EC90,>,25,,uM,Falls Outside The Dose Series,
381,520077207,172991036,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC(=C3)Br,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
382,520077207,172991036,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC(=C3)Br,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
383,520077207,172991036,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC(=C3)Br,Unspecified,,,,,EC50,,,Could not be calculated,,,
384,520077207,172991036,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C=CNC4=CC(=C3)Br,Unspecified,,,,,EC90,,,Could not be calculated,,,
385,520077229,172991059,CC(C)CNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
386,520077229,172991059,CC(C)CNC(=O)[C@@H](C1=C2C=NNC2=CC(=C1)Cl)NC3=CC4=C(CNC4)C=C3,Unspecified,,,,50,EC90,>,50,,uM,Falls Outside The Dose Series,
387,520078095,177664280,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=C(C=C(C=C5)F)O,Unspecified,,,,1.563,EC50,>,1563,,nM,Falls Outside The Dose Series,
388,520078095,177664280,C1C2=C(CN1)C=C(C=C2)NC(=O)C3=C4C(=CC(=C3)Cl)NC(=N4)C5=C(C=C(C=C5)F)O,Unspecified,,,,1.563,EC90,>,1.563,,uM,Falls Outside The Dose Series,
389,520078096,177664281,C1[C@@H]([C@@H]1C(=O)O)C2=CC(=CC=C2)NC(=O)C3=CC(=CC(=C3)Cl)NC(=O)OCC4=CC=CC=C4,Unspecified,,,,50,EC50,>,50000,,nM,Falls Outside The Dose Series,
