"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1631361";"";"None";"428.95";"1";"6.69";"6";"Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)nc4ccccc34)s2)cc1";"Activity";"'>'";"50.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1636310";"Antiviral activity against Dengue virus NGC infected in human A549 cells assessed as viral antigen expression at 0.2 microM";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"A549";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307651";"";"";"";"50.0"
"CHEMBL1631361";"";"None";"428.95";"1";"6.69";"6";"Clc1ccc(-c2ccc(-c3nc(NCc4cccnc4)nc4ccccc34)s2)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL1636311";"Antiviral activity against Dengue virus NGC infected in human A549 cells assessed as change in endosomal pH at 0.2 microM by Lysosensor green DND189 accumulation assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"A549";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1629677";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2009";"CHEMBL3307651";"";"";"";""
"CHEMBL4556306";"";"None";"429.58";"1";"5.21";"9";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCCCCC2)c2ccccc2)cc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4381677";"Antiviral activity against Dengue virus 2 infected in human BE(2)-C cells assessed as reduction in NS3 protein expression at 3.125 to 6.25 uM treated during 3 to 24 hrs post infection by Western blot analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";""
"CHEMBL4556306";"";"None";"429.58";"1";"5.21";"9";"COc1ccc(S(=O)(=O)N(CCCC(=O)C2CCCCCC2)c2ccccc2)cc1";"Survival";"'='";"60.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4381643";"Antiviral activity against DENV-2 NGC-N infected in Stat1-/- mouse assessed as overall mouse survival at 4 mg/kg, po dosed immediately following viral infection followed by daily dosing for 6 days (Rvb = 0%)";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"None";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4376891";"1";"Scientific Literature";"J Med Chem";"2020";"None";"";"";"";"60.0"
"CHEMBL4562509";"";"None";"516.69";"2";"6.96";"13; NITD-982";"COC(=O)c1c(-c2c(Cl)cccc2Cl)noc1-c1cnn(-c2cccc(Cl)c2)c1C(F)(F)F";"EC50";"'='";"2.4";"nM";"8.62";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4403478";"Antiviral activity against Dengue virus infected in human A549 cells assessed as reduction in virus replication";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL4402534";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"2.4"
"CHEMBL225045";"";"None";"278.27";"1";"-1.02";"2";"Nc1nc(O)c2[nH]cc([C@@H]3C=C(CO)[C@@H](O)[C@H]3O)c2n1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL917360";"Antiviral activity against dengue virus";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"None";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1144551";"1";"Scientific Literature";"Bioorg Med Chem";"2007";"None";"";"";"";""
"CHEMBL97771";"";"None";"373.41";"1";"5.18";"K030";"COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL997063";"Antiviral activity against Dengue virus infected in african green monkey Vero cells administered before viral challenge after 3 days by viral plaque assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1156446";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"CHEMBL3307520";"";"";"";""
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"K013, GNF2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL997063";"Antiviral activity against Dengue virus infected in african green monkey Vero cells administered before viral challenge after 3 days by viral plaque assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1156446";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"CHEMBL3307520";"";"";"";""
"CHEMBL485854";"";"None";"550.55";"2";"5.17";"K003";"CNc1ncc2c(n1)N(C)C(=O)N(c1cc(NC(=O)c3cc(-n4cnc(C)c4)cc(C(F)(F)F)c3)ccc1C)C2";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL997064";"Antiviral activity against Dengue virus infected in african green monkey Vero cells administered after viral challenge after 3 days by viral plaque assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1156446";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"CHEMBL3307520";"";"";"";""
"CHEMBL5416410";"DASATINIB";"4.0";"506.03";"0";"3.31";"K005, Dasatinib";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL1003058";"Inhibition of viral spread in Dengue virus-infected asian tiger mosquito C6/36 cells assessed as accumulation of viral envelope protein within perinuclear region at 2.5 uM after 6 days by immunofluorescence assay relative to control";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"C6/36";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1156446";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"None";"";"";"";""
"CHEMBL217092";"SARACATINIB";"3.0";"542.04";"1";"3.94";"K045, AZD-0530";"CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1";"Activity";"";"";"";"";"";"Active";"";"";"";"";"";"0";"CHEMBL997078";"Inhibition of viral spread in Dengue virus-infected african green monkey Vero cells assessed as accumulation of viral envelope protein within perinuclear region at 2.5 uM after 5 days by immunofluorescence assay relative to control";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL1156446";"1";"Scientific Literature";"Proc Natl Acad Sci U S A";"2007";"CHEMBL3307520";"";"";"";""
"CHEMBL4464067";"";"None";"1306.55";"None";"None";"7";"COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)N[C@@H](Cc8ccccc8)C(=O)OC)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@@H](Cc3ccccc3)C(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4400448";"Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as reduction in virus induced cytopathic effect at 10 uM measured after 96 hrs by reverse phase contrast microscopy";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4396972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4295411";"";"";"";""
"CHEMBL4452133";"";"None";"1312.47";"None";"None";"15";"CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)N[C@@H](Cc3ccc(O)cc3)C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)N[C@@H](Cc6ccc(O)cc6)C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12";"Inhibition";"";"";"%";"";"";"Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4400448";"Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as reduction in virus induced cytopathic effect at 10 uM measured after 96 hrs by reverse phase contrast microscopy";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4396972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4295411";"";"";"";""
"CHEMBL4444463";"";"None";"1043.23";"None";"None";"21";"COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](C(=O)N/N=C/c7ccncc7)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C(=O)N/N=C/c7ccncc7)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"Inhibition";"";"";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4400448";"Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as reduction in virus induced cytopathic effect at 10 uM measured after 96 hrs by reverse phase contrast microscopy";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4396972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4295411";"";"";"";""
"CHEMBL4471097";"";"None";"1294.45";"None";"None";"9";"COC(=O)CC[C@H](NC(=O)[C@H]1O[C@@H](O[C@H]2[C@@H](O[C@H]3CC[C@]4(C)[C@H]5C(=O)C=C6[C@@H]7C[C@@](C)(C(=O)N[C@@H](CCC(=O)OC)C(=O)OC)CC[C@]7(C)CC[C@@]6(C)[C@]5(C)CC[C@H]4C3(C)C)O[C@H](C(=O)N[C@@H](CCC(=O)OC)C(=O)OC)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)C(=O)OC";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4400450";"Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4396972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4295411";"";"";"";""
"CHEMBL4444463";"";"None";"1043.23";"None";"None";"21";"COC(=O)[C@@]1(C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@H](O[C@H]6O[C@H](C(=O)N/N=C/c7ccncc7)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](C(=O)N/N=C/c7ccncc7)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4400450";"Antiviral activity against DENV2 16681 infected in African green monkey Vero E6 cells assessed as inhibitory rate of NS4B positive cells measured after 96 hrs incubation by DAPI staining based immunofluorescence method";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero C1008";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4396972";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2019";"CHEMBL4295411";"";"";"";""
"CHEMBL3794454";"";"None";"364.48";"0";"1.57";"14";"C[C@H](O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C";"EC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3795369";"Antiviral activity against Dengue virus 2 DN454009A infected in human HuH7 cells assessed as inhibition of viral RNA level measured 72 hrs post infection by qRT-PCR method";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Huh-7";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3792388";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"CHEMBL3307515";"";"";"";"100.0"
"CHEMBL3948492";"";"None";"231.18";"0";"-0.66";"17";"O=c1c(O)c(N[C@H]2C=C[C@@H](C[O-])C2)c1=O.[Na+]";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL3872066";"Antiviral activity against Dengue virus 2 New Guinea C infected in African green monkey Vero 76 cells";"F";"BAO_0000219";"cell-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3871297";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"CHEMBL3307520";"";"";"";""
"CHEMBL1630221";"";"None";"290.28";"0";"-1.37";"NITD008";"C#C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1ccc2c(N)ncnc21";"EC50";"'='";"640.0";"nM";"6.19";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4704736";"Antiviral activity against DENV-2 infected in African green monkey Vero cells assessed as virus titer reduction incubated for 48 hrs by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4699605";"1";"Scientific Literature";"Bioorg Med Chem";"2020";"None";"TIME = 48.0 hr";"";"";"0.64"
"CHEMBL4790628";"";"None";"767.90";"2";"-2.08";"8";"CC(C)(C)[C@H](NC(=O)[C@H](CCONC(=N)N)NC(=O)Cc1ccc(CNC(=N)N)cc1)C(=O)N[C@@H](CCONC(=N)N)C(=O)NCc1ccc(C(=N)N)cc1";"EC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4689473";"Antiviral activity against DENV-2 infected in african green monkey Vero 76 cells assessed as virus titer reduction incubated for 48 hrs by plaque assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero 76";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL4680357";"1";"Scientific Literature";"ACS Med Chem Lett";"2021";"None";"TIME = 48.0 hr";"";"";"1.5"
"CHEMBL3604365";"";"None";"282.28";"0";"-0.57";"9a";"Nc1nc(F)cc2c1ncn2[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL3607083";"Antiviral activity against Dengue virus infected in African green monkey Vero cells after 3 days by neutral red dye-based plaque reduction assay";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL3603790";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3307520";"";"";"";""
"CHEMBL517360";"";"None";"359.38";"0";"1.45";"10";"O=C1N[C@H]2C=C[C@@H](O)[C@H](OC3CCCCO3)[C@@H]2c2cc3c(cc21)OCO3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";""
"CHEMBL516095";"";"None";"259.26";"0";"0.93";"12";"O=C1N[C@H]2CC=C[C@H](O)[C@@H]2c2cc3c(cc21)OCO3";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";""
"CHEMBL3581152";"";"None";"353.39";"0";"3.93";"4b";"COc1ccc(Cn2c(C)cc(OCc3cccc(F)c3)cc2=O)cc1";"EC50";"'<'";"6400.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3585219";"Antiviral activity against DENV serotype 2 strain New Guinea V infected in African green monkey Vero B cells assessed as inhibition of virus-induced cytopathogenic effect after 7 days";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3580596";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307520";"";"";"";"6.4"
"CHEMBL3581159";"";"None";"338.42";"0";"3.76";"16d";"CC(=O)c1ccc(Nc2nc(NCCC(C)C)nc3[nH]cnc23)cc1";"EC50";"'='";"59000.0";"nM";"4.23";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3585229";"Antiviral activity against DENV serotype 2 strain New Guinea V infected in African green monkey Vero B cells assessed as inhibition of virus replication after 4 days by qRT-PCR analysis";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"Vero";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3580596";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307520";"";"";"";"59.0"
"CHEMBL476487";"";"None";"291.26";"0";"-0.43";"13b";"O=c1[nH]c2c(c3cc4c(cc13)OCO4)C[C@H](O)[C@@H](O)[C@H]2O";"IC50";"'='";"8.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1011329";"Antiviral activity against Dengue virus type 4 infected in african green monkey Vero cells after 6 days by plaque reduction assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 4";"None";"None";"Vero";"None";"";"";"";"CHEMBL613728";"dengue virus type 4";"dengue virus type 4";"ORGANISM";"CHEMBL1150051";"1";"Scientific Literature";"J Nat Prod";"1992";"CHEMBL3307520";"";"";"";"8.5"
"CHEMBL3734945";"";"None";"511.55";"2";"5.04";"40";"COc1ccccc1N1CCN(CCCOc2ccc(-n3nc4ccc(C(F)(F)F)cc4n3)cc2)CC1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL3736219";"";"None";"277.25";"0";"3.50";"58";"FC(F)(F)c1ccc2nn(Cc3ccccc3)nc2c1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL3734762";"";"None";"308.17";"0";"3.80";"63";"COc1ccc(Cn2nc3cc(Cl)c(Cl)cc3n2)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL564201";"6-AZAURIDINE";"None";"245.19";"0";"-3.46";"NM299";"O=c1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL3738571";"Antiviral activity against DENV-2 infected in BHK-21 cells assessed as inhibition of virus-induced cytopathogenicity after 3 to 4 days by MTT assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL3734667";"1";"Scientific Literature";"Bioorg Med Chem";"2015";"CHEMBL3308360";"";"";"";""
"CHEMBL2312733";"";"None";"264.29";"0";"-0.65";"7";"Cc1cnc(N)c2ncn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c12";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2317848";"Antiviral activity against Dengue virus infected in african green monkey Vero cells assessed as reduction of viral replication";"F";"BAO_0000218";"organism-based format";"Dengue virus";"None";"None";"Vero";"None";"";"";"";"CHEMBL613757";"Dengue virus";"Dengue virus";"ORGANISM";"CHEMBL2311354";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307520";"";"";"";""
"CHEMBL1269812";"";"None";"265.27";"0";"-0.65";"6";"Cc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O";"IC50";"'='";"877.0";"nM";"6.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1273409";"Antiviral activity against Dengue virus type 2 in BHK-21 cells assessed as inhibition of viral replication after 24 hrs by luciferase assay";"F";"BAO_0000218";"organism-based format";"dengue virus type 2";"None";"None";"BHK-21";"None";"";"";"";"CHEMBL613966";"dengue virus type 2";"dengue virus type 2";"ORGANISM";"CHEMBL1269004";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3308360";"";"";"";"0.877"
